bioblitz-2016 (1)
Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common Name,Identification Notes,Data Resource Name,Sighting Date,Latitude,Longitude,Location,geopoint
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Trichoglossus,haematodus,Rainbow Lorikeet,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Bowerbird,2016-03-10,-37.7948,144.9608,,"-37.7948, 144.9608"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Platalea,regia,Royal Spoonbill,,Bowerbird,2016-02-06,-37.7828,144.9429,,"-37.7828, 144.9429"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Anthochaera,carunculata,Red Wattlebird,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Bowerbird,2016-03-31,-37.8236,144.9784,,"-37.8236, 144.9784"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACULIDAE,Psephotus,haematonotus,Red-rumped Parrot,,Handwritten,2016-03-05,-37.798,144.961,,"-37.798, 144.961"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Bowerbird,2016-05-24,-37.7876,144.9185,,"-37.7876, 144.9185"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Handwritten,2016-03-05,-37.806,144.971,,"-37.806, 144.971"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia,"Rock Dove, Feral Pigeon",,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,,,,,,Little Egret?,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,THRESKIORNITHIDAE,Platalea,regia,Royal Spoonbill,,Participate Melbourne,2016-03-04,-37.8319,144.9087,,"-37.8319, 144.9087"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Bowerbird,2016-03-31,-37.8178,144.972,,"-37.8178, 144.972"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chroicocephalus,novaehollandiae,Silver Gull,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Zosterops,lateralis,Silvereye,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TIMALIIDAE,Zosterops,lateralis,Silvereye,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Streptopelia,chinensis,Spotted Dove,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Bowerbird,2016-03-15,-37.7818,144.9428,,"-37.7818, 144.9428"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Handwritten,2016-04-15,-37.789,144.967,,"-37.789, 144.967"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MALURIDAE,Malurus,cyaneus,Superb Fairy-wren,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,PODARGIDAE,Podargus,strigoides,Tawny Frogmouth,,Bowerbird,2016-02-06,-37.7908,144.9229,,"-37.7908, 144.9229"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Hirundo,neoxena,Welcome Swallow,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-20,-37.8221,144.971,,"-37.8221, 144.971"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACANTHIZIDAE,Sericornis,frontalis,White-browed Scrubwren,,Handwritten,2016-03-05,-37.829,144.98,,"-37.829, 144.98"
Bird,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,ARDEIDAE,Egretta,novaehollandiae,"White-faced Heron, Blue Crane",,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MELIPHAGIDAE,Ptilotula,penicillata,White-plumed Honeyeater,Also known as Lichenostomus penicillatus,Bowerbird,2016-04-08,-37.8153,144.9335,,"-37.8153, 144.9335"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,RHIPIDURIDAE,Rhipidura,leucophrys,Willie Wagtail,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Bird,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ARTAMIDAE,,,,Woodswallow,Bowerbird,2016-03-05,-37.7967,144.9591,,"-37.7967, 144.9591"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,,,,Duck,Participate Melbourne,2016-03-07,-37.8245,144.962,,"-37.8245, 144.962"
Bird,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,,,,Duck,Bowerbird,2016-03-20,-37.8221,144.9714,,"-37.8221, 144.9714"
Chilopod,ANIMALIA,ARTHROPODA,CHILOPODA,,,,,,Centipede,Participate Melbourne,2016-03-07,-37.8245,144.962,,"-37.8245, 144.962"
Cnidaria,ANIMALIA,CNIDARIA,ANTHOZOA,ACTINIARIA,ACTINIIDAE,,,,Sea Anemone,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Bull Ant,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Cnidaria,ANIMALIA,CNIDARIA,SCYPHOZOA,RHIZOSTOMEAE,LYCHNORHIZIDAE,Pseudorhiza,haeckeli,Haeckel's Jellyfish,,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Cnidaria,ANIMALIA,CNIDARIA,SCYPHOZOA,RHIZOSTOMEAE,LYCHNORHIZIDAE,Pseudorhiza,haeckeli,Haeckel's Jellyfish,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,,,,,,Malacostracan,Bowerbird,2016-02-24,-37.8302,144.9002,,"-37.8302, 144.9002"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,,,,,Moth,Participate Melbourne,,-36.5359,147.0519,,"-36.5359, 147.0519"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,VARUNIDAE,Paragrapsus,laevis,Mottled Shore Crab,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,OZIIDAE,Ozius,,,Mangrove Crab,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Crustacean,ANIMALIA,ARTHROPODA,MAXILLOPODA,,,,,,Barnacle,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Diplopod,ANIMALIA,ARTHROPODA,DIPLOPOD,,,,,,Millipede,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Echinoderm,ANIMALIA,ECHINODERMATA,ASTEROIDEA,FORCIPULATIDA,ASTERIIDAE,Asterias,amurensis,Northern Pacific Seastar,,Bowerbird,2016-03-12,-37.8176,144.9456,,"-37.8176, 144.9456"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Participate Melbourne,2016-03-06,-37.7444,145.0326,,"-37.7444, 145.0326"
Echinoderm,ANIMALIA,ECHINODERMATA,ECHINOIDEA,SPATANGOIDA,LOVENIIDAE,Echinocardium,cordatum,"Sea Potato, Heart Urchin",,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Echiura,ANIMALIA,ECHIURA,ECHIURIDEA,HETEROMYOTA,IKEDIDAE,,,,Spoon Worm,Participate Melbourne,2016-03-02,-37.8418,144.9142,,"-37.8418, 144.9142"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Phyllopteryx,taeniolatus,Weedy Sea Dragon,,Participate Melbourne,2016-03-04,-25.2744,133.7751,,"-25.2744, 133.7751"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Stigmatopora,argus,Spotted Pipefish,,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Stigmatopora,argus,Spotted Pipefish,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Tridentiger,trigonocephalus,"Trident Goby, Chameleon Goby",,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fish,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Pseudogobius,olorum,Bluespot Goby,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Fungi,FUNGI,,,,,,,,Fungi,Participate Melbourne,2016-03-05,-37.8312,144.9102,,"-37.8312, 144.9102"
Fungi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PSATHYRELLACEAE,,,,Gilled Mushroom,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Fungi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Pycnoponus,coccineus,Scarlet Bracket,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Fungi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,SCHIZOPHYLLACEAE,Schizophyllum,commune,Split Gill,Yellow Species 1,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,,,,Water Boatman,Participate Melbourne,2016-03-06,-37.7729,144.9376,,"-37.7729, 144.9376"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,,,,Water Boatman,Participate Melbourne,2016-03-13,-37.7684,144.9379,,"-37.7684, 144.9379"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Participate Melbourne,2016-03-05,-37.7152,145.1481,,"-37.7152, 145.1481"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Bowerbird,2016-03-08,-37.7875,144.9073,,"-37.7875, 144.9073"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,,,,,Grasshopper,Participate Melbourne,2016-03-05,-37.8318,144.9088,,"-37.8318, 144.9088"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,,,,Blues Butterflies,Bowerbird,2016-03-08,-37.7872,144.9154,,"-37.7872, 144.9154"
Insect,ANIMALIA,ARTHROPODA,INSECTA,MANTODEA,MANTIDAE,Pseudomantis,albofimbriata,False Garden Mantis,,Bowerbird,2016-03-12,-37.8143,144.9345,,"-37.8143, 144.9345"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Xanthagrion,erythroneurum,Red and Blue Damselfly,,Bowerbird,2016-03-13,-37.7825,144.9433,,"-37.7825, 144.9433"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Austrolestes,annulosus,Blue Ringtail,,Bowerbird,2016-03-13,-37.7825,144.9433,,"-37.7825, 144.9433"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,,,,,Caterpillar,Participate Melbourne,2016-03-07,-37.8081,144.9437,,"-37.8081, 144.9437"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7821,144.9443,,"-37.7821, 144.9443"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-12,-37.817,144.9452,,"-37.817, 144.9452"
Insect,ANIMALIA,ARTHROPODA,INSECTA,MANTODEA,MANTIDAE,Tenodera,australasiae,Purple-winged Mantis,,Bowerbird,2016-03-13,-37.7823,144.9474,,"-37.7823, 144.9474"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-14,-37.8109,144.9542,,"-37.8109, 144.9542"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-14,-37.8097,144.9543,,"-37.8097, 144.9543"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,anactus,"Dainty Swallowtail, Dingy Swallowtail",,Bowerbird,2016-02-10,-37.7835,144.9545,,"-37.7835, 144.9545"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-14,-37.8102,144.9549,,"-37.8102, 144.9549"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,,Cranefly,Bowerbird,2016-03-14,-37.8103,144.9552,,"-37.8103, 144.9552"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Bowerbird,2016-04-12,-37.8112,144.9556,,"-37.8112, 144.9556"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7913,144.9562,,"-37.7913, 144.9562"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,FLATIDAE,Anzora,unicolor,Grey Planthopper,,Bowerbird,2016-03-13,-37.7918,144.9563,,"-37.7918, 144.9563"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Teleogryllus,commodus,Black Field Cricket,,Bowerbird,2016-03-04,-37.7918,144.9564,,"-37.7918, 144.9564"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,DOLICHOPODIDAE,,,,Longlegged Fly,Bowerbird,2016-03-04,-37.7917,144.9573,,"-37.7917, 144.9573"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CHLOROPIDAE,,,,"Eye Gnats, Frit Flies",Bowerbird,2016-03-04,-37.7918,144.9565,,"-37.7918, 144.9565"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,,,,Hoverfly,Bowerbird,2016-03-04,-37.7919,144.9565,,"-37.7919, 144.9565"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Ecnolagria,grandis,"Brown Darkling Beetle, Honeybrown Beetle",,Bowerbird,2016-03-13,-37.7912,144.9567,,"-37.7912, 144.9567"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-13,-37.7911,144.9567,,"-37.7911, 144.9567"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,CHRYSIDIDAE,,,,Cuckoo Wasp,Bowerbird,2016-03-21,-37.7783,144.9606,,"-37.7783, 144.9606"
Insect,ANIMALIA,ARTHROPODA,INSECTA,BLATTODEA,ECTOBIIDAE,Robshelfordia,,,Wood Cockroach,Bowerbird,2016-03-13,-37.7912,144.9567,,"-37.7912, 144.9567"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-13,-37.7912,144.9568,,"-37.7912, 144.9568"
Mollusc,ANIMALIA,MOLLUSCA,,,,,,,Mollusc Egg Mass and Red Algae TBI,Participate Melbourne,2016-03-02,-25.2744,133.7751,,"-25.2744, 133.7751"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Austrolestes,analis,Slender Ringtail,,Bowerbird,2016-03-04,-37.7904,144.9575,,"-37.7904, 144.9575"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Ecnolagria,grandis,"Brown Darkling Beetle, Honeybrown Beetle",,Bowerbird,2016-03-04,-37.7904,144.9575,,"-37.7904, 144.9575"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,Melangyna,damaster,Hoverfly,Formerly Austrosyrphus damaster,Bowerbird,2016-03-04,-37.7904,144.9575,,"-37.7904, 144.9575"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,NITIDULIDAE,Carpophilus,,,Dried Fruit Beetle,Bowerbird,2016-03-04,-37.7904,144.9575,,"-37.7904, 144.9575"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,HESPERIIDAE,,,,Skipper,Bowerbird,2016-03-04,-37.7904,144.9575,,"-37.7904, 144.9575"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Pheidole,,,Ant,Bowerbird,2016-02-27,-37.7973,144.9587,,"-37.7973, 144.9587"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Bowerbird,2016-03-05,-37.7969,144.9589,,"-37.7969, 144.9589"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-20,-37.8183,144.9748,,"-37.8183, 144.9748"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-21,-37.7803,144.9605,,"-37.7803, 144.9605"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,,,,,Beetle,Participate Melbourne,2016-03-07,-37.8245,144.962,,"-37.8245, 144.962"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-20,-37.791,144.9633,,"-37.791, 144.9633"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-20,-37.7908,144.9634,,"-37.7908, 144.9634"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Scopula,rubraria,Plantain Moth,,Bowerbird,2016-03-20,-37.7925,144.9646,,"-37.7925, 144.9646"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-21,-37.7873,144.9652,,"-37.7873, 144.9652"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,Chortoicetes,terminifera,Australian Plague Locust,,Bowerbird,2016-03-20,-37.7927,144.9652,,"-37.7927, 144.9652"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,,,,Short-horned Grasshoppers,Bowerbird,2016-03-21,-37.7903,144.9658,,"-37.7903, 144.9658"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LESTIDAE,Austrolestes,annulosus,Blue Ringtail,,Bowerbird,2016-03-21,-37.7902,144.9658,,"-37.7902, 144.9658"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Junonia,villida,Meadow Argus,,Bowerbird,2016-03-21,-37.7902,144.9658,,"-37.7902, 144.9658"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,ACRIDIDAE,,,,Short-horned Grasshoppers,Bowerbird,2016-03-21,-37.791,144.9659,,"-37.791, 144.9659"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-21,-37.7905,144.9661,,"-37.7905, 144.9661"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,DOLICHOPODIDAE,,,,Long-legged Fly,Bowerbird,2016-03-21,-37.7902,144.9662,,"-37.7902, 144.9662"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-21,-37.7901,144.9663,,"-37.7901, 144.9663"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,PENTATOMIDAE,Monteithiella,humeralis,Pittosporum Shield Bug,,Bowerbird,2016-03-21,-37.7903,144.9664,,"-37.7903, 144.9664"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,Hednota,,,Snout Moth,Bowerbird,2016-03-21,-37.7923,144.9665,,"-37.7923, 144.9665"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,AGAONIDAE,Pleistodontes,froggatti,"Fig Wasp, Moreton Bay Fig Wasp",,Bowerbird,2016-03-07,-37.8051,144.9696,,"-37.8051, 144.9696"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,POMPILIDAE,Turneromyia,,,"Zebra Spider Wasp, Spider Wasp",Bowerbird,2016-03-05,-37.8051,144.97,,"-37.8051, 144.97"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CHRYSOMELIDAE,Xanthogaleruca,luteola,Elm Leaf Beetle,,Bowerbird,2016-03-05,-37.8051,144.97,,"-37.8051, 144.97"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Scopula,rubraria,Plantain Moth,,Bowerbird,2016-03-05,-37.804,144.97,,"-37.804, 144.97"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-05,-37.8037,144.9701,,"-37.8037, 144.9701"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Bowerbird,2016-03-05,-37.8051,144.9701,,"-37.8051, 144.9701"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PIERIDAE,Pieris,rapae,Cabbage White Butterfly,,Bowerbird,2016-03-20,-37.8216,144.9707,,"-37.8216, 144.9707"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,PYRRHOCORIDAE,Dindymus,versicolor,Harlequin Bug,,Bowerbird,2016-03-20,-37.8218,144.9721,,"-37.8218, 144.9721"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,ARCTIIDAE,Utetheisa,pulchelloides,Heliotrope Moth,,Bowerbird,2016-03-05,-37.8049,144.9729,,"-37.8049, 144.9729"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,COREIDAE,Amorbus,,,"Coreid Bug, Sap-sucking Bug",Bowerbird,2016-02-18,-37.8187,144.974,,"-37.8187, 144.974"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-20,-37.8183,144.9743,,"-37.8183, 144.9743"
Lichen,FUNGI,,,,,,,,Lichen - Black Crust Species 1,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Scopula,rubraria,Plantain Moth,,Bowerbird,2016-03-20,-37.8186,144.9747,,"-37.8186, 144.9747"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Bowerbird,2016-03-20,-37.8186,144.9749,,"-37.8186, 144.9749"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-20,-37.8186,144.9751,,"-37.8186, 144.9751"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-20,-37.8186,144.9753,,"-37.8186, 144.9753"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Junonia,villida,Meadow Argus,,Bowerbird,2016-03-20,-37.8186,144.9753,,"-37.8186, 144.9753"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-30,-37.8138,144.9758,,"-37.8138, 144.9758"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,,,,Blue Banded Bee,Participate Melbourne,2016-03-05,-37.8296,144.9758,,"-37.8296, 144.9758"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,,,,Katydid,Bowerbird,2016-03-30,-37.8136,144.976,,"-37.8136, 144.976"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Theclinesthes,serpentatus,"Chequered Blue, Saltbush Blue",,Bowerbird,2016-03-07,-37.8135,144.9761,,"-37.8135, 144.9761"
