bioblitz-2016 (1)
Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common Name,Identification Notes,Data Resource Name,Sighting Date,Latitude,Longitude,Location,geopoint
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-07,-37.8135,144.9762,,"-37.8135, 144.9762"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-30,-37.8135,144.9762,,"-37.8135, 144.9762"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,LUCANIDAE,Syndesus,cornutus,Lucanid Decay Borer,,Bowerbird,2016-03-04,-37.8317,144.9766,,"-37.8317, 144.9766"
Insect,ANIMALIA,ARTHROPODA,INSECTA,MANTODEA,MANTIDAE,Pseudomantis,albofimbriata,False Garden Mantis,,Bowerbird,2016-03-04,-37.8307,144.9772,,"-37.8307, 144.9772"
Insect,ANIMALIA,ARTHROPODA,INSECTA,NEUROPTERA,CHRYSOPIDAE,Apertochrysa,edwardsi,,Green Lacewing,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOLIDAE,Armactica,conchidia,Nolid Moth,,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Barea,meridarcha,,Concealer Moth,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Epicyme,rubropunctaria,Red-spotted Delicate,Formerly known as Ptychopoda rubropunctaria,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Heteroteucha,translatella,,Concealer Moth,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Olbonoma,triptycha,,Concealer Moth. Formerly known as Coesyra triptycha,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,DERBIDAE,Saccharodite,chrysonoe,Derbid Planthopper,Formerly known as Rhotana chrysonoe,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Stathmopoda,melanochra,,Concealer Moth,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Tachystola,acroxantha,Ruddy Streak,,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Chloroclystis,testulata,Pome Looper,Formerly known as Pasiphilodes testulata,Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,MIRIDAE,,,,"Jumping Tree Bug, Plant Bug",Bowerbird,2016-03-04,-37.8305,144.9775,,"-37.8305, 144.9775"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Lichenaula,maculosa,Black Spotted Xyloryctid,,Bowerbird,2016-03-04,-37.832,144.9783,,"-37.832, 144.9783"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8114,144.9831,,"-37.8114, 144.9831"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,ARCTIIDAE,Thallarcha,partita,Dark-banded Footman,,Bowerbird,2016-03-04,-37.832,144.9783,,"-37.832, 144.9783"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Proteuxoa,tortisigna,Streaked Rictonis Moth,,Bowerbird,2016-03-04,-37.8322,144.9784,,"-37.8322, 144.9784"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-07,-37.8138,144.9786,,"-37.8138, 144.9786"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Apis,mellifera,European Honey Bee,,Bowerbird,2016-03-07,-37.8138,144.9787,,"-37.8138, 144.9787"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,,,,Ant,Bowerbird,2016-03-07,-37.812,144.9795,,"-37.812, 144.9795"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,LAUXANIIDAE,Sapromyza,,,Lauxaniid Fly,Bowerbird,2016-03-07,-37.8122,144.9796,,"-37.8122, 144.9796"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,RICANIIDAE,Scolypopa,australis,Passionvine Hopper,,Bowerbird,2016-03-07,-37.8119,144.9796,,"-37.8119, 144.9796"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8119,144.9796,,"-37.8119, 144.9796"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-07,-37.8123,144.9796,,"-37.8123, 144.9796"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,LAUXANIIDAE,Sapromyza,,,Lauxaniid Fly,Bowerbird,2016-03-07,-37.8124,144.9797,,"-37.8124, 144.9797"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,PYRRHOCORIDAE,Dindymus,versicolor,Harlequin Bug,,Bowerbird,2016-03-07,-37.8126,144.9798,,"-37.8126, 144.9798"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Scopula,rubraria,Plantain Moth,,Bowerbird,2016-03-07,-37.8126,144.98,,"-37.8126, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,MANTODEA,MANTIDAE,,,,Mantid,Bowerbird,2016-03-19,-37.8124,144.9803,,"-37.8124, 144.9803"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8115,144.9816,,"-37.8115, 144.9816"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,COCCINELLIDAE,Cryptolaemus,montrouzieri,Mealybug Ladybird,,Bowerbird,2016-03-31,-37.8112,144.9822,,"-37.8112, 144.9822"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Vanessa,itea,"Australian Admiral, Yellow Admiral",,Bowerbird,2016-03-19,-37.8116,144.9825,,"-37.8116, 144.9825"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,,,,Concealer Moth,Bowerbird,2016-03-19,-37.8171,144.9837,,"-37.8171, 144.9837"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Crypsiphona,ocultaria,Red-lined Lopper Moth,,Bowerbird,2016-03-19,-37.8182,144.9853,,"-37.8182, 144.9853"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8182,144.9854,,"-37.8182, 144.9854"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8181,144.9854,,"-37.8181, 144.9854"
Insect,ANIMALIA,ARTHROPODA,INSECTA,,,,,,Insect,Bowerbird,2016-03-19,-37.8181,144.9864,,"-37.8181, 144.9864"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PSYCHIDAE,Clania,ignobilis,Faggot Case Moth,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,LYGAEIDAE,Nysius,vinitor,Rutherglen Bug,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,anactus,"Dainty Swallowtail, Dingy Swallowtail",,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,RICANIIDAE,Scolypopa,australis,Passionvine Hopper,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,CHALCIDIDAE,,,,Chalcid Wasp,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,,,,Water Boatman,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SPHAEROCERIDAE,,,,Lesser Dung Fly,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,Achyra,affinitalis,Cotton Web Spinner,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,ARCTIIDAE,Anestia,ombrophanes,Clouded Footman,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOLIDAE,Armactica,conchidia,Nolid Moth,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,COSMOPTERIGIDAE,Labdia,deliciosella,,Cosmet Moth (Moth 20),Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Lichenaula,maculosa,Black Spotted Xyloryctid,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,COSMOPTERIGIDAE,Macrobathra,bigerella,,Cosmet Moth (Moth 10),Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,NEUROPTERA,CHRYSOPIDAE,Mallada,signatus,,Green Lacewing,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,Nacoleia,rhoeoalis,,Grass Moth (Moth 14),Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,OECOPHORIDAE,Olbonoma,triptycha,,Concealer Moth (Moth 19). Formerly known as Coesyra triptycha,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,RICANIIDAE,Scolypopa,australis,Passionvine Hopper,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Mollusc,ANIMALIA,MOLLUSCA,,,,,,,Water Snail,Participate Melbourne,2016-03-06,-37.7729,144.9376,,"-37.7729, 144.9376"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,ARCTIIDAE,Utetheisa,pulchelloides,Heliotrope Moth,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Lichen,FUNGI,,,,,,,,Lichen - Brown Black Dots,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,GEOMETRIDAE,Chloroclystis,testulata,Pome Looper,Formerly known as Pasiphilodes testulata,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,ARCTIIDAE,Palaeosia,,,Tiger Moth (Moth 16),Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,Sigara,,,Striped Boatman,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,,Mayfly,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,MIRIDAE,,,,"Jumping Tree Bug, Plant Bug, Caspid Bug",Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,,,,Pyralid Moth (Moth 5),Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,TORTRICIDAE,,,,"Tortrix Moth, Leafroller Moth (Moth 2)",Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,TRICHOPTERA,,,,,Caddisfly Nymph,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,BLATTODEA,ECTOBIIDAE,,,,Wood Cockroach,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Anax,papuensis,Australian Emperor,,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HEMIPTERA,FLATIDAE,Anzora,unicolor,Grey Planthopper,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,GRYLLIDAE,Teleogryllus,commodus,Black Field Cricket,,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,CARDIIDA,MESODESMATIDAE,,,,,Bowerbird,2016-02-24,-37.8304,144.8999,,"-37.8304, 144.8999"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,Hemicordulia,,,Emeralds,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,SYRPHIDAE,Melangyna,damaster,Hoverfly,Formerly Austrosyrphus damaster,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,CRAMBIDAE,Metasia,,,Moth 22,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,MUSCIDAE,Musca,,,Bush Fly,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,Midges,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,Midges,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,,,,Narrow-winged Damselfly,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,HELEOMYZIDAE,,,,Fly,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,,,,Lawn Scarab Beetle,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,PERGIDAE,,,,Sawfly,Handwritten,2016-03-04,-37.79,144.949,,"-37.79, 144.949"
Insect,ANIMALIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,Midges,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Insect,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,,,Diving Beetle,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Xanthoparmelia,,,Xanthoparmelia Lichen 9,Handwritten,2016-04-01,-37.819,144.974,,"-37.819, 144.974"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,TELOSCHISTACEAE,Teloschistes,,,Golden Eye Lichen,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Punctelia,,,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Hypotrachyna,,,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,TELOSCHISTACEAE,Xanthoria,parietina,Common Orange Lichen,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,TELOSCHISTALES,TELOSCHISTACEAE,Caloplaca,,,Caloplaca Lichen 1,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Lichen,FUNGI,,,,,,,,Pimply Species 1,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Xanthoparmelia,,,Xanthoparmelia Lichen 1,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Xanthoparmelia,,,Xanthoparmelia Lichen 2,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Xanthoparmelia,,,Xanthoparmelia Lichen 5,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Lichen,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Xanthoparmelia,,,Xanthoparmelia Lichen 7,Handwritten,2016-03-05,-37.789,144.967,,"-37.789, 144.967"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Trichosurus,vulpecula,Common Brushtail Possum,,Participate Melbourne,2016-03-20,-37.8204,145.2496,,"-37.8204, 145.2496"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Trichosurus,vulpecula,Common Brushtail Possum,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Trichosurus,vulpecula,Common Brushtail Possum,,Handwritten,2016-03-04,-37.798,144.961,,"-37.798, 144.961"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PSUEDOCHEIRIDAE,Pseudocheirus,peregrinus,Common Ringtail Possum,,Handwritten,2016-03-04,-37.806,144.971,,"-37.806, 144.971"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PSUEDOCHEIRIDAE,Pseudocheirus,peregrinus,Common Ringtail Possum,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Oryctolagus,cuniculus,European Rabbit,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,poliocephalus,Grey-headed Flying-fox,,Handwritten,2016-03-04,-37.829,144.98,,"-37.829, 144.98"
Plant,PLANTAE,,,,,,,,,Bowerbird,2016-03-05,-37.8319,144.9087,,"-37.8319, 144.9087"
Mammal,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Hydromys,chrysogaster,"Water-rat, Rakali",,Participate Melbourne,2016-03-07,-37.7824,144.9433,,"-37.7824, 144.9433"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,PECTINIDA,ANOMIIDAE,Anomia,trigonopsis,Jingle Shell,,Bowerbird,2016-02-24,-37.8302,144.9,,"-37.8302, 144.9"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,,,,Sea Mussel,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,,,,,,Mussel,Bowerbird,2016-02-24,-37.8298,144.9002,,"-37.8298, 144.9002"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,PECTINIDA,ANOMIIDAE,Anomia,trigonopsis,Jingle Shell,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,PANDORIDA,LATERNULIDAE,Laternula,tasmanica,Tasmanian Lantern-shell,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Mollusc,ANIMALIA,MOLLUSCA,BIVALVIA,MYTILIDA,MYTILIDAE,Mytilus,galloprovincialis,Mediterranean Mussel,,Handwritten,2016-03-04,-37.831,144.91,,"-37.831, 144.91"
Mollusc,ANIMALIA,MOLLUSCA,GASTROPODA,HYPSOGASTROPODA,NATICIDAE,Polinices,,,Moon Snail,Bowerbird,2016-02-24,-37.8303,144.9,,"-37.8303, 144.9"
Mollusc,ANIMALIA,MOLLUSCA,GASTROPODA,CEPHALASPIDEA,PHILINIDAE,Philine,angasi,Angas' Bubble Shell,,Bowerbird,2016-02-23,-37.8298,144.9002,,"-37.8298, 144.9002"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,CYPERACEAE,Carex,fascicularis,Tassel Sedge,,Handwritten,2016-03-05,-37.831,144.91,,"-37.831, 144.91"
Plant,PLANTAE,CHLOROPHYTA,BRYOPSIDOPHYCEAE,BRYOPSIDALES,CODIACEAE,Codium,fragile,Green Sea Fingers,,Participate Melbourne,2016-03-02,-37.8425,144.9143,,"-37.8425, 144.9143"
Plant,PLANTAE,CHLOROPHYTA,ULVOPHYCEAE,BRYOPSIDALES,CAULERPACEAE,Caulerpa,remotifolia,Green Seaweed,,Participate Melbourne,2016-03-02,-37.8419,144.9142,,"-37.8419, 144.9142"
Plant,PLANTAE,,,,,,,,,Participate Melbourne,2016-03-05,-37.762,144.9815,,"-37.762, 144.9815"
Plant,PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CERAMIALES,RHODOMELACEAE,Polysiphonia,constricta,,Red Algae,Participate Melbourne,2016-03-02,-37.8297,144.9006,,"-37.8297, 144.9006"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MALVALES,MALVACEAE,Malva,sylvestris,Tall Mallow,,Participate Melbourne,2016-03-05,-37.8319,144.9087,,"-37.8319, 144.9087"
Plant,PLANTAE,,,,,,,,Common Daisy,Participate Melbourne,2016-03-05,-37.8319,144.9087,,"-37.8319, 144.9087"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,ASTERALES,CAMPANULACEAE,Wahlenbergia,communis,Tufted Bluebell,,Bowerbird,2016-03-05,-37.8319,144.9087,,"-37.8319, 144.9087"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,AIZOACEAE,Carpobrotus,rossii,Pigface,,Bowerbird,2016-04-07,-37.8163,144.933,,"-37.8163, 144.933"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,CARYOPHYLLALES,CHENOPODIACEAE,Sarcocornia,quinqueflora,Beaded Samphire,,Bowerbird,2016-04-08,-37.8164,144.9332,,"-37.8164, 144.9332"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,paradoxa,Kangaroo Thorn,,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Acacia,longifolia,Coast Wattle,subspecies longifolia sophorae,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Paraserianthes,lophantha,"Cape Leeuwin Wattle, Crested Wattle",,Handwritten,2016-04-08,-37.817,144.934,,"-37.817, 144.934"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,australisicum,Birds Nest Fern,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,CYPERACEAE,Bolboschoenus,caldwellii,Salt Club-rush,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,POACEAE,Botriochloa,macra,Red Grass,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,LAMIALES,SCROPHULARIACEAE,Eremophila,glabra,Tar Bush,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,camaldulensis,River Red Gum,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,saligna,Sydney Blue Gum,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Eucalyptus,viminalis,Manna Gum,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MALPIGHIALES,SALICACEAE,Idesia,polycarpa,Wonder Tree,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,POALES,JUNCACEAE,Juncus,amabilis,Hollow Rush,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,FABALES,FABACEAE,Kennedia,prostrata,Running Postman,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MALVALES,MALVACEAE,Lawrencia,spicata,Salt Lawrencia,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
Plant,PLANTAE,CHAROPHYTA,EQUISETOPSIDA,MYRTALES,MYRTACEAE,Leptospermum,morrisonii,Burgundy Tea Tree,,Handwritten,2016-03-05,-37.79,144.949,,"-37.79, 144.949"
